Date,SOS008L02P,SOS005L04P,SOS003L04P,SOS002L09P,SOS001L12P,SOS500M24P,SOS250M48P,SOP001L12P,POV005L04P,POV002L09P,POV001L24P,POV500M24P,POP001L12P,POP015K,SO0005L04P,SO0002L09P,SO0001L12P,SO0500M24P,POP005L04P,POP002L09P,POP001L12P.1,POP500M24P,POPF01L12P,AT5X5K,ATN02K12P,ATN01K24P,MAR02K12P,MAR01K24P,ATWWP002K12P,ATWWP001K24P,MASR025K,MAHS025K,SE500G24P,SE200G24P,ATPPCH5X5K,ATPA1K24P,MAPA1K24P,MAP1K25P,MAC1K25P,EEA500G12P,EEA200G24P
2023-01-01 00:00:00,6.6976,41.23439999999999,3.775680000000001,28.11888000000001,42.12864,17.16719999999999,0.7617600000000001,0.25392,1.3104,1.37592,6.923280000000002,4.52088,3.003,0,0.0,0.0,0.0,0.0,0.182018,1.45782,2.76276,0.8954399999999999,0.1092,17.675,11.92992,11.28,2.376,3.288,0.0,0.0,3.0,0.0,0.96,0.0,0,0,0,0.0,0.0,0,0.0
2023-01-02 00:00:00,4.81344,152.4624,16.09632,153.0144000000001,140.02032,58.77695999999998,0.7286400000000001,0.6624000000000001,1.547,5.6511,11.4114,12.13212,7.534800000000001,0,0.0,0.0,0.0,0.0,0.1274,1.638,3.01392,1.40868,3.254159999999999,57.925,19.752,102.456,5.664,23.088,0.0,0.0,3.225,0.0,5.88,0.265099,0,0,0,0.0,0.0,0,0.0
2023-01-03 00:00:00,7.70592,207.5474,13.32528,170.40977,162.632073,59.54424000000003,0.26496,0.4728660000000001,4.914,5.60196,11.58612,4.82664,5.274360000000001,0,0.0,0.0,0.0,0.0,0.637,1.86732,4.564559999999999,3.06852,0.819,55.39,27.99,98.071992,4.165992,24.189,0.0,0.024,0.65,0.45,5.127,0.9744,0,0,0,0.0,0.0,0,0.0
2023-01-04 00:00:00,2.32576,182.1048,15.85343999999999,170.036208,152.8230329999999,62.27664000000001,0.0,2.925599999999999,2.821,3.16134,11.69532,4.804799999999999,9.8826,0,0.0,0.0,0.0,0.0,1.3286,1.78542,3.800160000000001,3.090359999999999,1.2012,60.975,22.152,122.983992,2.472,33.288,0.0,0.36,0.6,0.425,3.498,0.320501,0,0,0,0.0,0.0,0,0.0
2023-01-05 00:00:00,5.174079999999999,162.7158,9.89184,119.120667,109.664923,45.14256000000001,0.0,0.479324,2.7482,5.569199999999999,12.48156,9.871679999999998,11.99016,0,0.0,0.0,0.0,0.0,0.091,0.0819,2.325959999999999,0.5569200000000001,0.26208,18.395,21.0,85.606992,4.224,8.68476,0.0,0.024,1.55,0.375,2.086002,0.168,0,0,0,0.0,0.0,0,0.0
2023-01-06 00:00:00,0.8096,95.5512,8.5008,72.81431999999998,59.52767999999998,21.6384,0.0,1.4352,3.185,5.405399999999999,6.333600000000001,4.695600000000001,4.695600000000001,0,0.0,0.0,0.0,0.0,0.455,0.819,2.22768,1.2558,0.85176,28.675,8.352,48.288,0.12,6.36,0.0,0.072,0.0,0.0,1.38,0.0,0,0,0,0.0,0.0,0,0.0
2023-01-07 00:00:00,6.388480000000001,189.5752,12.13296,147.866956,142.28352,49.5144,0.1104,0.4968,3.0758,2.93202,6.399120000000001,5.2416,10.09008,0,0.0,0.0,0.0,0.0,0.7826000000000001,0.507731,2.15124,1.04832,7.207200000000002,41.675,18.12,49.536,5.928,33.72,0.0,0.12,1.5,0.0,5.178,0.058699,0,0,0,0.0,0.0,0,0.0
2023-01-08 00:00:00,3.57696,122.9672,6.922079999999999,95.22182199999996,68.98896000000002,34.49999999999998,4.968,0.552,2.002,2.456999999999999,7.917000000000001,5.984160000000001,3.527160000000001,0,0.0,0.0,0.0,0.0,0.455,0.6551999999999999,2.653560000000001,1.29948,1.2558,30.625,21.528,36.192,5.064,13.488,0.72,0.864,1.975,0.0,1.704,1.056,0,0,0,0.0,0.0,0,0.0
2023-01-09 00:00:00,2.38464,170.8854,17.03472,99.73717100000006,127.4788799999999,39.27593500000001,8.71056,0.4416,3.2396,4.013100000000001,11.06196,5.46,8.102640000000001,0,0.0,0.0,0.0,0.0,0.0,1.13022,2.99208,0.9828,0.7316399999999998,87.5485,36.648,189.0,3.888,38.80824,2.667984,3.528,3.1,1.175,3.246,0.696,0,0,0,0.0,0.6,0,0.0
2023-01-10 00:00:00,6.71232,162.311,13.55712,54.66639799999999,133.77168,40.22975999999998,8.390399999999998,0.14352,2.275,4.9959,4.77204,3.756479999999999,12.6126,0,0.0,0.0,0.0,0.0,0.546,1.76904,2.915640000000001,1.365,0.546,38.975,18.216,139.752,2.112,21.19176,0.36,6.159,4.3,3.25,4.62,0.48,0,0,0,0.0,0.096,0,0.0
